index,Product,Product_ID,Arrival,Weight(kg)
26575,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-17,77.5
26576,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-17,65.0
26577,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-17,29.0
26578,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-17,52.5
26579,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-17,32.5
26580,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-18,115.0
26581,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-18,95.0
26582,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-18,37.5
26583,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-18,42.5
26584,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-18,22.5
26585,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-18,115.0
26586,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-18,65.0
26587,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-18,290.0
26588,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-18,105.0
26589,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-18,65.0
26590,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-18,29.0
26591,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-18,52.5
26592,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-18,37.5
26593,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-19,115.0
26594,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-19,95.0
26595,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-19,42.5
26596,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-19,45.0
26597,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-19,22.5
26598,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-19,115.0
26599,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-19,65.0
26600,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-19,290.0
26601,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-19,97.5
26602,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-19,65.0
26603,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-19,28.0
26604,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-19,57.5
26605,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-19,37.5
26606,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-20,115.0
26607,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-20,95.0
26608,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-20,47.5
26609,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-20,42.5
26610,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-20,26.5
26611,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-20,115.0
26612,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-20,65.0
26613,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-20,270.0
26614,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-20,105.0
26615,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-20,65.0
26616,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-20,26.0
26617,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-20,57.5
26618,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-20,42.5
26619,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-21,115.0
26620,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-21,95.0
26621,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-21,37.5
26622,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-21,47.5
26623,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-21,27.5
26624,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-21,125.0
26625,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-21,65.0
26626,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-21,290.0
26627,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-21,97.5
26628,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-21,65.0
26629,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-21,29.0
26630,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-21,57.5
26631,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-21,42.5
26632,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-22,115.0
26633,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-22,95.0
26634,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-22,37.5
26635,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-22,47.5
26636,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-22,22.5
26637,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-22,115.0
26638,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-22,65.0
26639,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-22,290.0
26640,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-22,145.0
26641,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-22,97.5
26642,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-22,67.5
26643,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-22,27.0
26644,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-22,57.5
26645,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-22,42.5
26646,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-23,115.0
26647,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-23,95.0
26648,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-23,47.5
26649,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-23,57.5
26650,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-23,27.5
26651,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-23,115.0
26652,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-23,65.0
26653,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-23,290.0
26654,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-23,135.0
26655,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-23,115.0
26656,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-23,67.5
26657,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-23,25.0
26658,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-23,52.5
26659,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-23,42.5
26660,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-24,115.0
26661,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-24,95.0
26662,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-24,52.5
26663,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-24,57.5
26664,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-24,25.0
26665,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-24,115.0
26666,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-24,67.5
26667,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-24,290.0
26668,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-24,145.0
26669,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-24,115.0
26670,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-24,67.5
26671,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-24,26.5
26672,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-24,52.5
26673,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-24,40.5
26674,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-25,115.0
26675,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-25,95.0
26676,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-25,52.5
26677,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-25,57.5
26678,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-25,25.0
26679,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-25,115.0
26680,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-25,65.0
26681,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-25,270.0
26682,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-25,145.0
26683,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-25,95.0
26684,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-25,55.0
26685,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-25,25.5
26686,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-25,47.5
26687,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-25,40.0
26688,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-26,115.0
26689,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-26,95.0
26690,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-26,47.5
26691,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-26,47.5
26692,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-26,25.0
26693,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-26,115.0
26694,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-26,65.0
26695,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-26,270.0
26696,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-26,145.0
26697,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-26,75.0
26698,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-26,55.0
26699,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-26,25.5
26700,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-26,47.5
26701,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-26,39.0
26702,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-27,115.0
26703,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-27,95.0
26704,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-27,47.5
26705,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-27,57.5
26706,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-27,27.5
26707,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-27,135.0
26708,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-27,55.0
26709,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-27,290.0
26710,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-27,135.0
26711,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-27,77.5
26712,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-27,62.5
26713,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-27,24.0
26714,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-27,47.5
26715,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-27,42.5
26716,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-28,115.0
26717,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-28,95.0
26718,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-28,52.5
26719,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-28,57.5
26720,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-28,27.5
26721,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-28,125.0
26722,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-28,47.5
26723,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-28,265.0
26724,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-28,135.0
26725,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-28,52.5
26726,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-28,65.0
26727,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-28,24.0
26728,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2019-04-28,21.0
26729,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-28,57.5
26730,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-28,47.5
26731,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-29,125.0
26732,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-29,95.0
26733,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-29,57.5
26734,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-29,67.5
26735,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-29,27.5
26736,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-29,125.0
26737,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-29,47.5
26738,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-29,265.0
26739,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-29,125.0
26740,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-29,47.5
26741,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-29,65.0
26742,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-29,24.0
26743,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-29,57.5
26744,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-29,57.5
26745,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-04-30,135.0
26746,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-04-30,105.0
26747,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-04-30,57.5
26748,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-04-30,67.5
26749,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-04-30,22.5
26750,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-04-30,125.0
26751,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-04-30,47.5
26752,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-04-30,265.0
26753,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-04-30,135.0
26754,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-04-30,47.5
26755,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-04-30,65.0
26756,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-04-30,24.0
26757,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-04-30,77.5
26758,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-04-30,72.5
26759,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-01,125.0
26760,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-01,105.0
26761,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-01,57.5
26762,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-01,67.5
26763,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-01,22.5
26764,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-01,125.0
26765,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-01,47.5
26766,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-01,265.0
26767,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-01,125.0
26768,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-01,47.5
26769,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-01,65.0
26770,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-01,24.0
26771,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-01,77.5
26772,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-01,72.5
26773,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-02,125.0
26774,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-02,105.0
26775,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-02,52.5
26776,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-02,77.5
26777,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-02,22.5
26778,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-02,125.0
26779,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-02,47.5
26780,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-02,265.0
26781,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-02,125.0
26782,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-02,47.5
26783,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-02,65.0
26784,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-02,24.0
26785,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-02,67.5
26786,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-02,67.5
26787,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-03,125.0
26788,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-03,105.0
26789,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-03,47.5
26790,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-03,72.5
26791,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-03,27.5
26792,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-03,145.0
26793,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-03,47.5
26794,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-03,265.0
26795,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-03,125.0
26796,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-03,47.5
26797,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-03,65.0
26798,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-03,25.0
26799,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-03,67.5
26800,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-03,62.5
26801,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-04,125.0
26802,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-04,105.0
26803,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-04,47.5
26804,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-04,67.5
26805,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-04,27.5
26806,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-04,145.0
26807,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-04,47.5
26808,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-04,265.0
26809,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-04,125.0
26810,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-04,47.5
26811,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-04,65.0
26812,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-04,25.0
26813,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-04,67.5
26814,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-04,62.5
26815,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-05,125.0
26816,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-05,105.0
26817,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-05,57.5
26818,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-05,77.5
26819,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-05,22.5
26820,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-05,145.0
26821,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-05,47.5
26822,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-05,265.0
26823,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-05,115.0
26824,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-05,47.5
26825,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-05,77.5
26826,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-05,25.0
26827,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-05,67.5
26828,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-05,67.5
26829,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-06,125.0
26830,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-06,105.0
26831,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-06,57.5
26832,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-06,77.5
26833,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-06,27.5
26834,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-06,145.0
26835,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-06,47.5
26836,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-06,265.0
26837,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-06,115.0
26838,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-06,47.5
26839,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-06,75.0
26840,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-06,26.0
26841,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-06,67.5
26842,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-06,67.5
26843,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-07,125.0
26844,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-07,95.0
26845,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-07,47.5
26846,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-07,95.0
26847,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-07,27.5
26848,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-07,145.0
26849,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-07,47.5
26850,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-07,255.0
26851,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-07,115.0
26852,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-07,52.5
26853,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-07,75.0
26854,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-07,27.0
26855,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-07,67.5
26856,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-07,62.5
26857,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-08,127.5
26858,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-08,95.0
26859,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-08,57.5
26860,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-08,95.0
26861,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-08,27.5
26862,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2019-05-08,145.0
26863,Jack Fruit,17a467ff-59e4-4ad7-9fe4-7c3f467904dd,2019-05-08,47.5
26864,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2019-05-08,255.0
26865,Mango,7cfbb823-e54d-4777-b549-0654134b4a5c,2019-05-08,115.0
26866,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2019-05-08,57.5
26867,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2019-05-08,75.0
26868,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2019-05-08,29.0
26869,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2019-05-08,67.5
26870,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2019-05-08,67.5
26871,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2019-05-09,125.0
26872,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2019-05-09,95.0
26873,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2019-05-09,57.5
26874,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2019-05-09,95.0
26875,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2019-05-09,27.0
